Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	115.9375	-8.4160	-8.2192	-10.3386	-28.0646	0.3878	-15.6231	14.2433	-0.3927	11.1085	43.6516	61.1467	-69.5650	11.2363	0.2442	40.1360
8.0001	11.5455	-7.3194	-7.3337	-25.7747	-10.8306	-14.1186	-18.6197	17.0757	7.8692	6.0973	0.6158	9.7393	-8.5464	12.5763	-29.9213	4.3735
16.0001	13.9987	-6.4709	-6.4816	-33.2274	-8.3355	-11.7433	-15.3489	18.0205	2.8626	5.6614	-2.4486	4.1136	-6.0330	12.5201	-28.1791	-6.4751
24.0002	6.0319	-5.9409	-5.9604	-32.9395	0.4283	-10.8180	-14.2925	18.3413	-8.8158	4.6868	-6.4456	-2.2564	-5.8041	12.7861	-26.6892	-0.0796
32.0002	5.5639	-5.3654	-5.3945	-30.5392	-23.7316	-9.9884	-12.0953	18.0727	-5.1590	4.4626	-2.4069	0.3132	-4.0031	11.9792	-25.2194	-4.0071
40.0003	9.0314	-4.6068	-4.6234	-19.4993	-27.8391	-8.4174	-9.6187	18.5787	-0.4261	4.3142	1.1222	3.8659	-1.5941	11.7120	-24.0443	-7.5023
48.0003	12.7102	-4.4090	-4.4125	-24.8586	-20.1898	-5.8194	-6.5464	19.4277	2.9004	4.0859	-2.4715	2.3059	-1.2856	11.5827	-23.4455	-0.2952
56.0004	23.0179	-4.0776	-4.0605	-27.1367	-28.8755	-3.8078	-3.5241	20.4945	-2.0618	4.7158	-2.3394	11.6221	0.9327	11.3505	-22.7815	-5.7622
64.0004	22.1061	-3.7239	-3.6927	-16.4206	-15.2656	-3.2002	-3.2506	21.6751	-7.1086	4.4358	-8.7303	15.6786	0.6965	11.1328	-21.3842	2.4576
72.0005	20.3979	-3.4537	-3.4425	-28.1861	-37.8201	-1.3662	-0.0925	22.5922	-3.2929	3.9773	-5.1940	8.0327	1.1211	10.8842	-19.3851	6.7464
80.0005	20.2376	-2.5828	-2.5901	-34.4192	-69.2246	0.2074	3.2007	22.9240	-13.9175	3.6284	4.6324	3.5665	3.2674	10.2722	-17.9186	-10.0064
