Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	-34.5266	-2.5132	-7.0628	-29.1148	17.9142	-21.4425	2.8997	22.6540	2.7379	-102.8475	-29.3204	-15.6611	9.6988	-10.3596	-39.4839	-54.3653
8.0001	0.2684	18.5349	35.3135	40.2577	4.9151	8.5343	-7.8903	14.5563	17.3903	4.1323	22.5370	33.1053	4.0130	13.2390	-2.7404	-14.5445
16.0002	7.3761	13.2941	20.2120	62.5233	9.1737	-6.2743	8.0390	14.1303	3.9988	-11.8728	17.9810	27.6694	-3.8525	9.2984	10.4071	1.6158
24.0003	3.9132	14.2133	6.8299	29.8444	14.2633	16.8925	3.0820	14.3343	5.7787	0.1862	17.6536	19.6090	-1.2370	21.6067	6.2076	5.8054
32.0004	-2.8663	6.4399	6.2100	11.3424	3.6651	6.6866	-12.9037	-2.9480	3.2777	-9.8630	-1.5604	7.6838	-1.7337	6.8012	-2.4357	-5.9180
40.0005	1.4399	2.8529	4.8458	44.0592	-8.5691	-9.8656	-16.5631	-12.8315	-12.0624	-44.2716	-17.0913	5.7555	-10.4967	-11.6176	4.9876	0.9278
48.0006	3.8449	10.2121	12.2254	42.3509	1.2972	5.3768	-3.9945	-3.9389	-0.5647	-32.1489	0.3728	14.0298	-6.3992	8.3432	7.2915	4.2189
56.0008	6.6259	6.6178	10.3600	36.7969	-1.5106	1.0532	-6.3104	-22.1617	-0.6069	-33.2159	0.8214	6.4028	-8.1524	8.4376	10.2764	4.1230
64.0009	2.1080	8.1942	0.9562	34.6320	-10.8446	21.1249	-32.7127	-38.2402	-13.0546	-45.2999	-21.1171	3.2728	-14.5858	-4.6232	4.3890	3.1167
72.0010	-5.9588	19.0668	12.6734	22.5521	0.0019	47.4912	-19.3826	-10.3689	6.5308	-19.5852	-8.8031	18.9604	-3.4208	17.3388	-8.0406	-13.2228
80.0011	7.3383	21.8900	27.8274	64.0368	4.5967	19.8030	8.4651	5.9607	10.7744	-33.7691	19.4359	30.2455	-1.8804	25.4336	10.5812	-4.5064
88.0012	13.6354	32.1263	43.3594	88.8818	15.8611	34.9288	0.4451	0.4612	9.3034	-31.7515	22.3214	49.4818	-9.7411	25.6552	24.0458	13.1212
96.0013	8.6831	40.5146	46.3390	52.4172	28.1225	72.1669	5.3477	12.4412	31.6716	22.8628	39.2559	56.9740	0.9722	57.7055	14.8429	4.3403
104.0014	13.9425	22.8907	12.2912	22.9724	11.1930	46.2114	11.9688	5.6712	15.8547	3.9685	42.2999	20.6062	3.8446	47.5593	17.6451	10.5743
112.0015	12.0133	6.1782	-2.1874	14.7617	-0.0681	24.4063	-0.0745	-20.9206	-12.4496	-20.6439	3.7523	1.6592	-8.6312	-3.3850	18.3679	21.6050
120.0016	10.6408	8.6382	7.5462	28.3589	2.1791	21.4076	-2.2429	-12.6147	-3.9936	18.6771	7.2177	16.0684	-7.8596	-0.3138	13.6201	14.8891
128.0017	13.3829	7.3228	-9.7318	17.9250	1.6269	20.5386	-7.9204	-16.0225	-0.8642	30.1273	23.2799	4.9931	-5.3889	20.1579	11.9278	15.4764
136.0018	9.4284	-5.4967	-31.9421	-20.8472	-12.4410	28.0942	-21.3898	-50.3113	-11.7757	37.2141	-1.3562	-20.8011	-9.4455	3.8454	3.5676	13.4081
144.0019	7.9200	-12.7531	-37.4588	-29.8837	-34.2449	21.4291	-28.8062	-37.4260	-15.9166	60.8991	-13.4434	-25.8510	-5.3699	-6.4280	-0.2174	11.1759
152.0021	4.7649	-9.7045	-26.0774	-22.6691	-18.1017	14.0264	-13.7629	-4.6110	-8.8002	65.9858	-14.4170	-11.7764	-2.8123	1.5721	4.1639	18.4493
160.0022	4.7037	-10.6469	-15.8770	-7.4972	-1.2049	1.8332	8.9283	-5.1908	1.7222	87.9399	-12.3464	-1.8746	-5.5148	8.4846	4.7898	16.9766
168.0023	6.8794	-13.1200	-23.0009	-10.9682	-11.5893	-0.6237	2.4654	-4.6316	2.2392	115.9457	-3.4814	-5.1234	-2.8497	9.4122	0.0148	14.3196
176.0024	2.3912	-8.1281	-21.6065	-16.8523	-2.8621	13.9290	-1.3214	0.8386	0.1162	112.2622	-5.6104	1.0400	-2.7722	2.8664	-4.3063	11.7350
184.0025	3.9119	-16.5386	-25.8197	-21.4683	-10.3605	-5.4594	6.0434	-7.7674	-4.3319	93.1315	-9.3233	-12.1825	-2.7770	-6.3321	-2.7641	10.5619
192.0026	3.1231	-35.9842	-37.2282	-97.6207	-30.0572	-18.9201	0.5997	-20.8709	-7.4679	86.8382	-21.4160	-49.9100	5.6930	-17.7333	0.4418	19.4147
200.0027	-0.3536	-29.9821	-22.4243	-93.3060	-16.8026	-8.4699	-1.4557	-25.1384	-0.7953	103.4319	-22.1783	-34.9248	3.8191	-20.7680	-2.8315	13.1928
208.0028	4.1138	-13.5949	-11.5361	-2.5368	-12.0977	-10.4752	-6.9013	-29.8641	2.0611	111.9935	-2.4745	-2.2905	-6.1989	-12.4973	-11.3704	-2.2830
