Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	-2.3122	-0.7046	5.8805	4.8436	0.4528	2.3946	8.2023	5.7535	-13.5594	1.4252	-8.6460	5.1784	64.6401	5.6003	4.0688	6.8092
8.0000	23.5989	1.0770	24.4175	-7.1858	31.6232	-10.0696	4.1650	-5.7093	6.5659	-2.2454	7.6270	12.5067	261.3922	-38.1765	3.0829	-12.0327
16.0001	-4.2961	-8.2545	-7.2458	-8.8246	-0.6342	-6.5552	-1.4492	-7.2387	-4.4090	-5.8300	-7.2064	-10.7369	-6.8019	-16.9231	-10.0142	-17.5811
24.0001	-2.4460	-2.5210	1.6915	-2.8953	-4.8834	-4.2824	1.4763	-1.9370	6.5878	-5.7281	3.5158	-2.2930	25.3626	-1.4172	0.4450	-6.3194
32.0002	1.5334	-3.5864	4.0217	-3.5250	-6.3820	-3.2356	7.8369	-0.6076	1.3188	-2.3915	0.2910	-4.7202	-9.4158	-4.5284	-3.2122	-9.8258
40.0002	7.7699	-3.3496	14.1510	-6.5015	2.5294	-5.4171	15.5376	0.0466	3.2747	-3.1449	1.4454	-5.8681	-4.4996	-13.4051	-0.3030	-15.3500
48.0003	4.6642	0.7093	22.8908	-4.8111	7.0231	-6.2217	6.3717	-1.2193	12.6028	-8.9897	8.5795	-4.1742	3.8261	-2.7058	6.8235	-11.2930
56.0003	-3.6574	-0.9760	13.4255	-0.1247	-2.5488	-1.6115	3.4739	1.3636	2.8088	-5.1445	1.8166	-2.5526	-11.1803	6.5933	2.9795	-1.5594
64.0004	-1.3464	-1.7595	11.6243	-1.1562	-3.5867	-2.3976	0.0880	-0.9167	-4.7278	-2.3855	3.9774	1.1299	27.5637	-2.2003	1.4665	0.4522
72.0004	-6.0532	-3.1372	5.7895	-4.6326	-9.0102	-5.6381	-18.1621	-9.9641	-2.1153	-7.0399	4.8009	-2.9388	6.4994	-3.4818	-2.3645	-3.9443
80.0005	-0.9941	1.4459	2.1986	2.3024	-4.4128	0.8338	-7.9999	-1.4545	0.6127	-0.0961	4.9967	2.7441	13.7282	6.6837	-2.1748	3.8958
88.0005	6.8844	9.4719	14.4262	8.1343	10.5114	5.6415	7.7923	9.5690	3.1559	4.6340	16.0551	11.2755	29.3101	13.8835	10.1476	15.4081
96.0005	-7.5409	-0.7521	3.5463	-0.1179	4.6779	-0.5557	1.8730	2.3091	-0.1958	-3.6357	5.8593	-0.6442	1.8501	2.0804	2.5034	3.7423
104.0006	-12.7641	-10.7955	-10.1406	-6.2299	-4.2153	-5.4404	0.2402	-4.0664	-4.9415	-6.4560	-7.9586	-7.8287	34.5017	-12.6437	-11.0839	-10.1752
112.0006	-5.3125	-5.6711	1.4878	-1.8114	-2.9828	-1.9204	2.4076	-0.7672	-9.8229	-2.1168	-6.1593	-2.9280	26.1575	-4.9332	-5.9410	-4.1771
120.0007	5.3199	3.3051	13.6093	3.5481	12.5062	3.3059	13.2139	7.8343	-0.3878	2.8240	2.2828	2.9142	5.7873	3.7475	2.9730	3.7322
128.0007	11.2817	11.9797	21.2392	7.1242	24.7857	5.4281	15.2112	12.4126	17.4386	2.9527	16.1210	9.4126	10.8761	12.3847	14.6696	12.1991
136.0008	3.4482	9.5266	19.8414	7.9971	14.6009	5.6842	3.9801	8.8573	10.6622	1.4036	10.1069	8.0496	-3.9044	18.0930	12.1008	15.3876
144.0008	-0.7496	0.4624	10.7345	4.0066	4.5982	3.0432	6.7984	5.9336	5.0032	1.4756	-0.5708	2.9273	16.6784	6.4579	-1.2732	6.2671
152.0009	-11.7040	-5.5388	1.7434	-1.7517	-7.6207	-2.6053	-3.9858	-1.9001	2.1921	-5.5437	-2.9563	-2.9032	8.3127	0.7260	-1.9020	0.9523
160.0009	-15.9616	-7.5739	-6.4233	-2.6447	-11.1466	-3.2564	-18.7002	-8.7368	-14.0103	-6.7439	-12.7180	-5.9913	5.1145	0.0495	-7.1018	-2.4963
168.0009	0.6588	1.9715	3.2990	3.1344	3.3859	2.0725	-6.5915	-0.4130	-2.9925	0.9365	-0.9384	2.4856	19.3540	5.7435	-3.0265	3.0645
176.0010	-3.3878	5.0092	12.5086	4.6935	3.7998	2.7646	3.9588	6.6356	5.9108	-1.0552	10.2612	5.2022	-10.4908	13.4471	12.3210	13.5601
184.0010	-11.4548	-2.2099	2.0391	1.4274	0.9284	0.7265	7.5891	5.4854	-10.9370	-2.2759	-2.7611	0.7975	6.1978	3.2726	8.9933	9.1743
192.0011	-1.7463	3.7564	3.0194	5.3021	2.0877	4.1680	6.3508	7.1225	-5.0662	3.3098	3.2313	6.6341	7.1544	8.6769	10.0667	13.8484
200.0011	-4.8181	4.0691	6.7360	6.4480	-6.5718	4.3342	-2.1636	4.7255	-5.7118	2.0666	5.0930	6.8152	-11.1715	15.8539	10.0264	16.9323
208.0012	-16.9491	-11.1115	-5.3815	-2.9425	-18.0462	-3.8050	-9.5360	-6.4762	-26.1976	-5.6320	-15.8556	-6.2043	24.6322	-2.9266	-8.3116	-4.1425
216.0012	-20.4276	-14.7623	-7.6107	-6.0468	-27.1212	-7.2018	-15.5026	-11.6096	-22.1826	-10.0990	-18.9694	-11.0805	16.3823	-3.7359	-12.8076	-11.7293
224.0013	-15.1510	-8.4339	-4.5799	-1.1158	-19.5059	-2.7117	-8.6467	-4.8736	-12.5797	-6.3159	-11.6173	-6.2271	3.7927	5.7932	-7.6297	-4.0642
232.0013	-13.2096	-9.2895	-8.0718	-3.2664	-6.6287	-2.9776	-2.6954	-3.6296	-15.5311	-5.2463	-14.0890	-7.9357	12.0457	-4.3614	-9.7216	-7.9267
240.0014	-14.0267	-12.5036	-0.8826	-8.4088	-7.8272	-7.1231	-9.4943	-9.7596	-17.4554	-8.5312	-17.1578	-11.7330	0.1232	-14.3920	-10.1871	-13.3305
248.0014	-4.8974	-6.4239	7.5399	-3.6696	-10.9428	-3.9165	-11.5478	-7.9370	-12.6283	-3.5144	-9.2891	-4.0435	9.4516	-6.1516	-6.6643	-5.6196
256.0014	-0.0851	0.5595	3.8178	3.1374	-9.3042	1.5713	-9.3577	-2.2685	-5.9866	1.3185	-0.1863	2.2964	8.5419	8.2868	-4.7991	2.9461
264.0015	0.5990	1.7217	7.6995	4.6587	0.3879	2.8917	2.2109	3.4568	-6.9661	0.8807	-0.2333	1.7714	13.0136	11.0603	-2.4568	2.1798
272.0015	1.7699	2.1510	14.9736	3.0809	-5.6623	0.3673	4.2959	3.0202	-6.2976	-0.6678	6.3338	3.9977	21.5424	8.9576	5.9733	4.0892
280.0016	-4.7936	-5.3015	6.0400	-5.6036	-20.1839	-6.6582	-12.9731	-9.8473	-10.2671	-5.6249	4.8428	-3.0949	5.0025	-5.8403	-2.1190	-5.8639
288.0016	-0.2883	-6.9344	8.7911	-7.2493	3.5846	-5.9952	-5.3627	-8.1076	-13.7000	-5.1391	-4.7325	-8.5736	16.3108	-15.6462	-13.5378	-17.1736
296.0017	3.9909	3.5085	22.1592	2.2678	10.6122	0.3710	2.0223	2.4372	1.2630	-2.6890	6.3568	1.2254	15.2466	7.1868	1.3568	-0.3915
304.0017	-6.4951	-4.6504	7.6593	-2.1225	-23.2289	-4.8951	-17.8992	-9.8183	-4.0446	-6.8128	-0.5923	-2.9125	10.8483	5.5111	-5.3413	-4.9718
