Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	5.9833	5.8282	19.6836	9.4796	8.0123	10.8102	7.0919	16.6916	0.2920	15.2059	0.8611	13.2812	52.2371	15.3012	11.1665	15.0345
8.0001	2.6093	3.5610	21.0016	6.3725	6.6330	3.7877	10.4477	-4.8010	-1.0315	6.4753	-2.8329	9.0914	8.5059	10.9959	14.0006	12.5893
16.0001	1.5123	0.8399	15.2609	4.7803	-1.1276	3.5652	-1.9140	-12.4188	-1.2423	12.5188	0.3403	12.6692	48.7837	6.6995	9.7643	11.2816
24.0002	11.3359	9.0908	24.8201	9.6749	26.1859	14.0986	27.8839	32.9515	2.2689	17.5309	6.8928	11.8073	11.9979	10.1373	14.7615	17.1357
32.0002	8.0035	17.0936	40.6539	14.1782	40.9737	12.4172	49.2830	57.1717	6.2614	-3.0196	11.0627	9.6103	-3.5611	22.3739	32.8974	30.0737
40.0003	3.6725	16.0088	32.6095	13.1301	14.2561	10.8832	23.8662	33.0461	11.1913	5.9139	22.8808	18.7648	5.4878	26.7100	39.8680	36.8240
48.0003	-3.8420	5.4835	17.1447	4.8502	-1.4782	5.4145	8.4972	18.0503	3.7005	4.0766	13.9371	8.4114	-19.6050	13.0301	22.1328	20.5293
56.0004	0.6370	5.0415	21.4598	4.4737	14.2622	3.3152	15.9578	23.2893	1.3801	-3.2496	4.9344	4.4324	31.2743	7.0925	13.9039	11.6701
64.0004	12.7896	14.5278	26.4422	9.3432	16.9056	9.3182	11.6167	15.9908	14.7862	11.7141	21.4017	16.0168	3.6240	18.0061	25.0827	20.8291
72.0005	0.9729	7.9669	15.3865	4.3663	1.9781	2.6325	-7.1555	-7.9987	13.3001	5.8366	20.0673	11.3674	-7.0635	15.5848	19.0555	14.5947
80.0005	-6.0084	-4.7985	7.4786	-2.6797	-6.9337	-4.2549	-6.4038	-13.4232	0.7560	-1.5324	4.3742	1.0974	38.7770	-2.0284	-1.0109	-2.7001
88.0006	2.4719	-2.8338	14.5793	-3.0847	-2.4840	-3.8798	2.0256	-4.8246	1.3962	-1.7419	4.8090	-0.0262	27.0140	-6.8909	-2.1092	-4.9518
96.0006	9.0284	4.6318	23.9672	-0.7610	12.4886	-2.9151	-11.9555	-14.6734	10.5241	0.6245	12.3054	6.9048	52.1357	-1.2368	5.4825	-1.2092
