Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	6.0101	0.8885	0.6796	66.0524	-23.7242	-4.4200	-0.7693	-1.6256	0.4808	-27.2372	-1.7178	-3.4774	2.3922	-3.8818	9.7994	20.3172
8.0001	-3.9324	-1.0417	-0.1815	-89.7350	-21.9031	-2.5816	-1.3374	-0.9758	-0.5728	-26.6304	-1.6846	-0.1126	-4.9958	5.4421	-8.3125	16.4463
16.0003	-1.9920	-0.9681	-0.1978	-90.5496	-16.4287	-2.4723	-1.3088	-1.0174	-0.5807	-24.1134	-1.5094	-0.4322	-4.0588	3.5349	-7.5971	16.1473
24.0004	-3.5097	-1.0675	-0.2298	-79.1544	-21.2344	-2.1815	-1.5505	-0.8314	-0.5525	-19.9577	-0.9460	-0.0142	-4.9489	4.0605	-10.2630	11.4203
32.0006	-4.1582	-0.6810	-0.0655	-54.5454	-20.5858	-2.1422	-1.0539	-0.7866	-0.3562	-20.4605	-1.3213	-0.0987	-4.2050	3.9335	-6.6982	13.3290
40.0007	-2.9566	-0.7368	-0.1142	-54.6963	-21.6195	-1.6644	-1.2174	-0.6934	-0.2955	-13.2578	-0.8671	-0.1035	-3.8623	4.1971	-7.4777	10.3868
48.0008	-1.9774	-0.7799	-0.1020	-48.6089	-22.8377	-2.2504	-1.4474	-0.8400	-0.3187	-16.9053	-0.6481	-0.5815	-3.7382	3.4360	-7.6414	9.6569
56.0010	-2.0064	-0.3873	-0.0252	-21.8284	-17.0478	-1.4416	-0.8247	-0.4218	-0.1726	-10.0050	-0.4535	0.0608	-3.1707	2.5562	-7.9211	8.7576
64.0011	-1.6823	-0.2173	0.0114	-9.0268	-18.7084	-0.6337	-0.6411	-0.1380	-0.0086	-1.8103	-0.3122	0.5915	-2.7529	3.5026	-7.5655	7.0282
72.0012	-1.3965	-0.0561	0.0716	1.4413	-11.1169	-1.1247	-0.0147	-0.2187	0.0477	-6.9708	-0.2976	-0.3774	-1.9839	3.6706	-5.4540	8.5246
80.0014	-2.3954	0.0888	0.0431	12.5311	0.5711	-0.7098	0.6968	0.0626	0.0395	-4.4859	0.1647	-0.4085	-1.8886	2.8193	-6.9839	6.6975
88.0015	-3.2053	0.2883	0.1156	21.6529	4.0876	-0.5667	1.1922	0.1804	0.1016	-6.5437	-0.1763	-0.2603	-1.4459	3.2039	-4.3137	7.5452
96.0017	-3.3230	0.4210	0.1587	26.8361	7.9677	-0.5417	1.6251	0.1935	0.1767	-7.1692	-0.2821	-0.6176	-0.9007	3.7293	-2.3921	8.4492
104.0018	-4.2623	0.3579	0.1152	21.3458	9.5229	-0.2940	1.5805	0.1628	0.1607	-4.2156	-0.1331	-0.7174	-1.0567	3.1236	-2.6274	7.0674
112.0019	-2.8194	0.3912	0.1818	27.5538	5.6213	-0.7707	1.5316	0.1622	0.1753	-10.6761	-0.4420	-0.6171	-0.6533	4.3747	-0.6476	7.9574
120.0021	0.8241	0.2163	0.1732	32.0183	-3.7772	-1.5921	0.5732	-0.0166	0.1063	-13.9860	-0.0730	-0.7113	-0.5758	3.3554	-2.6173	6.4556
128.0022	-0.1396	0.1712	0.1474	31.6418	-5.6930	-1.4883	0.0440	-0.2168	0.0854	-9.1023	0.1918	-0.8540	-0.9030	0.2462	-3.5737	4.6052
136.0023	-3.1877	0.4535	0.2018	39.3416	4.4352	-0.7035	1.2673	0.0894	0.2237	-6.9014	-0.1138	-0.7785	-0.5941	2.2002	-0.8216	5.6063
144.0025	-3.3236	0.4957	0.2164	38.9341	10.5557	-0.9157	1.8070	0.0786	0.2388	-11.2696	-0.2173	-1.3604	-0.0624	3.3636	1.4085	6.2918
152.0026	-2.7099	0.2984	0.2385	37.8661	-3.9532	-1.5521	0.6902	-0.3101	0.2480	-12.2151	-0.2007	-1.5940	-0.5091	2.5038	1.4134	5.3071
160.0028	-3.6687	0.0104	0.2387	23.3402	-19.0535	-2.0523	-0.3139	-0.6780	0.2074	-15.3904	-0.6042	-1.5018	-1.4161	3.1030	2.2638	5.4686
168.0029	-4.2257	-0.0148	0.1814	9.3857	-6.7337	-2.0020	0.2694	-0.6548	0.0822	-19.9168	-0.7860	-1.8132	-0.8747	2.7150	4.5524	5.5319
