Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	-4.3858	-0.5579	-86.1109	127.1407	-11.6689	2.5297	0.7363	-5.2354	-53.4190	-3.0712	10.7457	-4.4109	-1.5294	-1.9939	3.7228	-0.8695
8.0001	-0.2034	1.3471	-18.8960	-46.5005	0.7114	-6.8751	1.7619	15.1080	-12.8874	3.0043	9.7612	0.1340	-1.0312	4.1937	-58.0608	4.1084
16.0003	-1.4691	-0.7692	-30.6982	-44.3383	0.1796	-9.9695	1.0288	2.2313	-10.1751	3.0868	8.8300	-0.3497	-0.3633	2.0253	-42.7476	2.2317
24.0004	-2.1261	-2.6069	-16.5088	-53.5011	0.7648	-22.5130	0.5472	18.6674	-9.4169	3.9576	9.6980	-0.4720	0.1713	1.7764	-40.0200	3.6662
32.0005	-1.7695	-1.7261	-18.0732	-63.5986	0.4063	-18.0082	1.3248	26.3869	-3.3678	4.3396	8.1588	-0.2144	-0.2874	3.5427	-33.9054	4.6835
40.0007	-3.9687	-4.0361	-43.2507	-74.7165	-1.1250	-24.8422	1.0842	21.7184	0.7650	5.6684	8.8437	-1.1968	0.1824	2.5130	-33.4917	4.1939
48.0008	-3.5797	-3.2181	-58.5484	-80.9547	-1.2028	-20.6673	2.2103	18.2830	-13.5833	5.9849	13.8459	-0.8424	-0.6417	4.2138	-34.9765	4.8697
56.0009	-0.9926	0.4425	-55.8638	-82.0023	-0.2547	-1.8899	3.6900	11.8631	-17.2174	4.9263	13.3825	0.5141	-1.9186	6.9737	-28.3506	4.9577
64.0011	-2.0740	-2.0780	-48.6497	-87.2772	0.5903	-11.9990	2.3025	6.6438	-9.9036	5.3249	11.7940	0.1811	-0.7407	4.3260	-25.2174	3.6762
72.0012	-2.6197	-3.0882	-45.6960	-82.9211	0.9358	-15.3131	1.2354	-2.9085	-3.9040	5.0877	9.8179	-0.1514	0.0230	2.1411	-29.5624	2.1111
80.0013	-2.5857	-2.0724	-50.0481	-74.9110	-0.1836	-9.1871	1.3561	-3.8546	4.4971	4.6399	6.4693	-0.4278	-0.1452	2.3416	-30.2750	1.7450
88.0015	-3.5349	-3.2099	-62.4788	-75.2444	-1.6061	-11.1488	1.7463	1.7120	2.7918	5.1153	7.1333	-0.8082	-0.2755	2.7522	-12.1707	2.2583
96.0016	-1.1881	1.4748	-66.1799	-69.4627	-3.1602	10.5209	4.3990	18.2080	1.0822	4.2649	5.6895	0.1161	-2.4002	8.1304	3.3366	4.7932
104.0018	-0.1381	3.9410	-54.7709	-68.0137	-3.6130	16.3217	5.1085	35.0036	9.1028	4.0494	2.8884	0.2992	-3.0395	10.4164	-8.5084	6.6548
112.0019	-1.7077	0.6948	-53.0257	-72.5796	-2.2472	1.0974	3.2117	20.3009	7.9610	4.6267	4.7371	-0.2894	-1.5439	6.4925	-22.8861	4.6768
120.0020	-0.5195	2.0228	-58.7331	-69.9450	-1.3837	8.7976	3.9022	7.9594	-6.5799	4.0063	8.5041	0.4309	-2.2052	7.2521	-22.0985	4.1357
128.0022	-1.0117	-0.2600	-56.2068	-74.5859	0.0604	0.3570	3.1141	-1.6871	-15.7333	4.2431	11.7486	0.5967	-1.5258	5.3169	-13.5239	3.0433
136.0023	-3.5914	-5.1240	-53.9440	-67.9827	0.3798	-18.0618	0.4335	-16.3060	-8.6213	4.5101	10.0510	-0.5774	0.5997	-0.3280	-8.9268	0.0669
144.0024	-2.7492	-3.3459	-40.9713	-49.8120	-0.3960	-11.8109	0.4947	-7.1139	-0.9429	3.4034	5.7692	-0.6083	0.3248	0.2806	-8.0192	0.4747
152.0026	-1.5953	-2.5767	-28.7213	-55.3158	0.9186	-7.5078	0.6672	-7.8783	1.1783	3.0604	4.5198	0.1781	0.1956	0.8379	0.7864	0.3947
160.0027	-1.3016	-2.2072	-34.4017	-51.0187	0.9010	-2.2210	0.7784	-17.8466	-0.4682	2.5773	4.2670	0.3485	0.0583	0.5861	7.6833	-0.6246
168.0028	0.6862	0.9291	-25.5845	-26.4343	0.6045	11.3815	1.5949	-16.3296	-7.2660	0.7643	3.4401	0.9449	-0.9430	2.1717	12.2997	-0.3846
176.0030	1.6004	2.5382	-13.0007	-18.1435	0.4635	16.2406	1.7868	-7.7041	-1.4699	0.0973	0.5425	1.1351	-1.2334	3.0821	10.3719	0.2729
184.0031	0.3641	1.3368	-9.1871	-23.0873	-0.2041	3.8687	1.3977	10.2538	1.2474	1.1766	1.4519	0.3578	-0.8394	3.0584	-7.4535	2.0577
192.0032	-0.4328	-2.0128	2.5580	-29.0610	2.2321	-13.1388	-0.1321	1.5802	-11.6697	1.6514	6.5400	0.4219	0.3772	-0.0519	-10.3250	0.9892
200.0034	0.5871	-0.0679	3.3129	-17.7730	1.7977	-2.4121	0.3164	-1.7922	-8.7232	0.6427	3.9999	0.6973	-0.1359	0.7161	-6.0944	0.5622
208.0035	2.1699	4.7939	-7.2512	-2.9307	-0.9611	17.1315	2.6643	15.7739	-8.2667	-0.1799	2.2530	0.8249	-2.1415	5.5629	-10.7941	3.1344
216.0036	1.0469	1.9914	-21.1858	-12.3037	-0.0304	10.0369	1.9988	-3.7932	-18.1933	0.4049	6.3236	0.7739	-1.4599	3.2824	-0.4929	1.2243
224.0038	-1.4026	-2.7564	-22.6028	-22.0150	0.8685	-7.2785	-0.3200	-20.0327	-8.8000	1.3248	5.0394	-0.0866	0.5485	-1.6170	2.4673	-1.5167
232.0039	-1.6495	-4.4418	-8.3702	-30.3737	2.8421	-16.6651	-1.5298	-25.5744	-7.5088	1.6188	5.4785	0.0519	1.5118	-3.7109	-4.5738	-2.4066
240.0040	-0.6103	-3.7139	-13.8516	-42.8708	4.0979	-11.1472	-0.5998	-33.3434	-19.3220	1.7519	9.3857	0.9918	0.8762	-2.3202	3.1092	-2.3242
248.0042	0.5685	-0.4766	-18.1301	-41.8443	2.3401	1.5439	1.3465	-13.6676	-16.6327	1.6316	7.8973	1.2924	-0.6218	1.9202	6.8191	0.3127
256.0043	0.0380	-0.8706	-15.5921	-33.6538	1.6517	0.2641	0.7267	-13.1336	-7.6343	1.3668	4.6468	0.8018	-0.1963	0.8262	6.3984	-0.2753
264.0044	-1.9552	-3.5517	-18.1475	-31.3019	0.4459	-10.7357	-0.3954	-8.5991	2.7185	1.9734	2.0885	-0.2691	0.8068	-1.3077	11.5974	-0.7311
272.0046	-1.0069	-2.7204	-1.7781	-40.2153	0.7500	-11.1383	0.5738	16.4004	2.2542	2.3529	2.2503	0.3652	0.1854	1.4685	23.7345	2.0870
280.0047	0.4988	-1.6443	4.1350	-40.7524	2.3566	-3.7818	0.9329	5.6172	-5.5641	1.5992	3.5852	1.3721	-0.1818	1.8651	33.2042	1.3029
288.0048	-0.1409	-1.2489	-1.8538	-29.9662	0.8963	-4.5071	0.8009	9.5852	-2.5132	1.5194	2.6729	0.6161	-0.1931	1.7104	18.0588	1.5774
296.0050	1.1501	1.5628	0.2272	-34.5204	0.6276	1.4740	2.3371	26.7682	-9.0007	1.7198	5.0987	1.0790	-1.4312	5.3401	2.2383	4.3756
304.0051	2.6878	3.7627	-1.1452	-34.7278	1.5191	12.5887	3.0593	16.1264	-14.2962	1.0297	5.9873	1.8770	-2.1212	6.4882	-1.6041	3.8837
312.0053	2.5484	3.0999	11.3668	-22.6366	2.0853	8.7210	1.8584	11.0184	-10.2046	0.3523	3.9031	1.6316	-1.3711	4.2898	-6.9609	2.6201
320.0054	3.8811	3.2448	23.9432	-24.6464	4.6577	9.4368	1.6600	-0.8419	-23.1730	-0.2399	7.3233	2.6517	-1.3332	3.7106	-4.5826	1.7275
328.0055	3.8326	2.6079	20.2726	-35.7133	5.6685	7.8768	1.5607	-9.6781	-26.7108	0.1634	9.2695	2.9205	-1.1638	3.2585	-5.8788	1.1229
336.0057	2.1968	0.9468	10.7254	-38.9746	4.2975	-0.2981	1.2620	-2.2160	-22.3905	1.0909	9.1924	2.0348	-0.7724	2.7230	-8.3232	1.6721
344.0058	3.5614	3.0250	11.0622	-24.8352	4.0641	9.6562	2.1568	-2.6283	-32.1315	0.0085	10.3819	2.5565	-1.6715	4.2292	-1.5432	1.9759
352.0059	4.9149	5.3276	31.0349	-0.0258	3.6368	17.1716	2.1223	6.6032	-26.3464	-1.5978	5.9789	2.6922	-1.9932	4.7565	-2.1799	2.3070
360.0061	4.2715	5.0650	29.9187	13.0098	2.2928	16.8354	1.7129	9.4073	-19.0764	-1.9678	2.9472	2.0567	-1.7497	3.9710	0.4797	1.9575
368.0062	3.1798	2.9556	20.5408	6.2556	2.6471	10.6398	1.0500	-2.3795	-21.2232	-1.4323	4.5330	1.7841	-1.1067	2.1367	4.1311	0.6410
376.0063	2.9843	2.3586	29.0516	6.1590	3.2077	5.3145	0.4603	-0.3203	-19.9517	-1.3370	4.4739	1.6643	-0.6820	1.2951	-3.7330	0.6418
384.0065	4.9329	5.8821	28.1305	21.0283	2.7558	20.7532	1.8401	0.2974	-28.4637	-2.6178	5.1088	2.3319	-2.0187	3.8603	-4.0170	1.3202
392.0066	4.0966	4.6256	31.9095	23.3085	2.3265	13.9020	1.2793	6.8929	-24.7536	-2.3452	4.2228	1.8563	-1.5431	2.9935	-2.8246	1.5440
400.0067	2.4300	2.9541	30.6632	35.1397	0.7097	4.5973	0.3442	14.9169	-18.0221	-2.1299	2.3231	0.6782	-0.8401	1.3550	-7.7218	1.5858
408.0069	3.3945	4.0638	22.6040	49.5765	1.3441	15.3649	0.2731	-11.6074	-26.4405	-3.5369	3.0970	1.1230	-1.0440	0.2039	-4.4556	-1.0354
416.0070	1.4138	-0.8038	28.9518	30.4730	3.3666	-3.8653	-1.9109	-24.6832	-20.2063	-2.3351	3.2304	0.7490	0.9315	-4.1974	0.6587	-3.2123
424.0071	2.6478	2.7416	25.8276	31.2723	1.5494	6.3736	0.2954	2.1886	-23.1064	-2.2191	3.9495	1.0018	-0.7958	0.7901	-5.4894	0.5103
432.0073	5.5540	8.1062	30.2408	40.0542	1.6915	26.5388	2.1104	5.3047	-28.7424	-3.5094	4.0799	2.0448	-2.5294	4.6631	-22.6937	1.8807
440.0074	1.8802	1.2946	39.8889	23.0722	3.0763	-4.8660	-1.4182	-2.8478	-12.0299	-1.7169	2.1095	0.5819	0.5069	-1.9350	-33.9560	-0.5238
448.0075	2.4096	3.6174	33.5849	37.4395	0.7166	4.1901	-0.0286	14.2323	-12.8599	-2.1981	1.0982	0.3956	-0.6656	0.9512	-28.9296	1.4691
456.0077	3.7718	5.9652	36.4304	53.6646	0.2461	16.3648	0.6116	12.6964	-13.5475	-3.5069	-0.8680	0.7993	-1.3890	2.0842	-21.9410	1.2820
464.0078	1.5641	1.5420	35.9939	45.7966	0.9222	-0.1854	-1.3149	2.2165	-7.8173	-2.6369	-1.2909	0.0558	0.3131	-1.9872	-14.4194	-0.7272
472.0079	4.3671	6.5812	27.9422	52.6383	0.3096	24.5563	1.2151	2.9488	-16.6408	-3.8780	-0.6954	1.2848	-1.8244	2.6680	-5.7983	0.5062
480.0081	3.1916	5.0099	24.4668	55.2315	0.2269	20.5222	-0.1485	-11.2296	-5.1724	-3.9062	-3.9911	0.6147	-0.7775	-0.2615	-11.3172	-1.7317
488.0082	0.1942	0.6362	21.4788	54.2260	-0.6936	0.2604	-2.0443	-8.2507	3.9603	-2.7438	-5.0902	-0.8952	0.8741	-3.8897	-14.8495	-2.4888
