Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	0.3357	0.6479	0.3136	-61.6048	-12.5167	2.8685	7.7137	2.3124	-2.3345	-0.2729	60.1790	0.9400	21.0479	-38.7346	4.8956	-4.9812
8.0001	-0.5952	0.7557	0.4387	-48.6082	11.8278	1.0402	6.6890	4.0586	-2.7627	-0.7398	67.3540	-6.8575	19.9896	-52.2891	5.4259	-13.3475
16.0001	-0.1299	0.4614	0.3483	-50.0684	-8.2868	0.8262	8.0182	-0.7167	-4.0338	-0.1852	73.9169	-5.3096	21.7046	-35.5244	5.1082	0.8878
24.0002	0.1944	0.2038	-0.2874	-52.1788	-4.3382	1.0551	8.4841	-2.4043	-4.3678	-0.1996	77.0694	-2.8252	23.0415	-45.3440	5.4004	6.3119
32.0002	-0.4500	0.0240	-0.0305	-48.2800	2.5816	2.3773	7.5472	4.6866	-4.6407	-0.5285	69.0242	-7.5344	21.4179	-61.4504	5.4309	4.0143
40.0003	0.7182	0.6353	0.3212	-59.8630	0.5697	5.6970	8.5009	3.5152	-5.1061	-0.4401	69.6544	-8.6575	22.6526	-37.3827	5.0101	6.3602
48.0003	1.0602	0.7058	0.3624	-52.3401	29.5104	7.5491	8.3829	-2.1560	-6.9930	-0.9657	56.2526	-16.6108	22.9291	-41.9711	5.3963	3.0660
56.0004	0.8987	0.1036	0.0551	-41.5349	23.3042	8.8974	6.9025	-2.6991	-6.4053	-1.1830	41.0520	-20.8852	19.4829	-58.6250	4.8917	-0.8806
64.0004	0.9231	0.3614	-0.1732	-32.6692	13.5636	10.0353	6.8355	-6.3076	-6.7203	-1.1598	41.8429	-24.1748	18.6595	-46.4037	4.5921	-0.9368
72.0005	0.9599	0.8127	0.7669	-1.6804	44.4388	8.3638	6.7869	-2.1431	-9.6577	-1.2405	35.4228	-33.2243	18.6296	-32.0085	5.2645	9.3245
80.0005	1.3659	0.3193	0.1443	12.2059	33.1707	5.8372	5.3771	-1.7945	-7.5896	-0.9185	33.6503	-29.3981	14.9465	-35.5281	4.5362	11.7125
88.0006	1.2040	0.4534	0.1077	25.4186	0.1533	3.6666	4.1257	0.8831	-6.8241	-0.7000	35.2168	-25.6845	12.0452	-39.4073	4.4267	-3.0925
96.0007	3.1783	2.1991	2.5926	49.6461	18.4002	0.9777	3.7812	22.6410	-7.7291	-0.3830	42.0112	-17.2075	11.6964	-12.4165	5.3132	-2.7225
104.0007	4.3137	2.4390	2.3410	51.5929	49.2713	0.3292	2.7828	15.7724	-4.6009	-0.4134	57.4608	-4.2236	9.3594	0.2655	4.3038	6.0250
112.0008	1.7890	1.1506	1.4670	57.1310	35.1471	2.4021	2.0493	-7.7459	-5.4159	-0.8747	56.2694	-9.8591	7.2798	-16.3153	3.4069	4.9605
120.0008	1.6147	1.4002	2.1943	62.8819	14.8954	3.4456	1.8772	-0.1475	-7.1181	-0.8476	58.6317	-11.3010	6.8713	-19.4434	3.6416	-0.3534
128.0009	2.5852	1.8763	1.8538	57.3129	6.5471	3.7317	1.2855	8.2313	-6.1344	-0.5833	68.6506	-3.1645	5.1134	-11.4910	2.9947	0.4202
136.0009	2.5801	1.5086	2.0766	59.8335	-32.3774	3.8062	1.6075	11.9303	-6.5184	0.1286	64.1403	-0.0446	4.0275	4.4146	2.1512	13.5757
144.0010	3.5174	1.5471	2.3030	60.2606	-32.0869	1.7604	0.8133	20.1673	-4.6666	0.4315	60.9764	0.6183	1.9854	9.4079	1.7265	12.3097
152.0010	3.2005	1.5655	1.7665	58.1375	30.5758	0.1095	-0.9313	9.5036	-3.7363	-0.2474	53.2520	-1.3835	-0.9833	8.3286	1.0936	4.6761
160.0011	2.5745	0.9113	1.1972	53.4863	46.1033	-1.1104	-1.0518	1.5075	-4.3380	-0.1884	38.3734	3.0468	-1.6579	9.5770	0.5239	14.7013
168.0011	2.8114	0.3435	0.2947	49.7199	7.9100	-3.7503	-1.5112	13.5177	-3.0091	0.4089	32.4042	10.3263	-2.9042	-8.3307	0.4930	13.5200
176.0012	2.9355	0.7066	1.0975	59.5661	-15.6244	-5.3991	-1.8169	20.1634	-3.3533	0.7804	27.0945	13.9617	-4.0568	2.0577	0.5518	8.6356
184.0012	3.3117	1.0263	1.8316	66.3885	-2.8059	-5.7827	-2.2283	19.0396	-2.1456	1.0070	24.7552	16.2904	-6.0800	31.4367	-0.4078	19.2656
192.0013	2.4844	0.4073	0.8608	62.8176	-10.9167	-5.4567	-3.0554	12.5805	-1.1022	1.0014	24.1746	12.1427	-8.6622	29.9569	-1.5010	20.1061
200.0014	1.6835	0.1726	0.9426	58.6741	-45.0320	-4.2450	-2.1784	4.3869	-3.6989	1.0459	20.1497	7.2985	-7.1317	29.2816	-1.2819	10.4481
208.0014	2.7209	0.8792	1.2622	58.7870	-14.3148	-3.1507	-2.4561	9.3836	-2.9683	0.6672	23.5469	5.4801	-6.8676	29.4481	-0.8886	5.6595
216.0015	3.3839	1.1927	1.2579	55.1573	22.0129	-2.1773	-3.1748	10.3483	-1.5251	0.1896	22.9212	5.0445	-7.5476	23.2776	-0.8555	1.2713
224.0015	2.9907	0.8829	1.3763	47.6474	8.2280	-0.6372	-2.5305	2.6730	-1.9039	0.1155	16.8575	3.3609	-6.2750	20.4203	-0.8015	-2.7941
232.0016	2.4302	0.7846	0.9410	51.6722	1.2792	0.7026	-2.8879	5.6138	-1.2722	0.0617	19.1487	-3.2428	-7.4690	19.5270	-1.1567	0.6260
240.0016	2.0710	0.4934	0.8758	49.8295	-28.8447	-0.4868	-2.4803	7.1147	-2.3263	0.4805	12.0393	-8.6676	-7.4229	25.7170	-1.3066	-1.5136
248.0017	1.9926	0.1933	0.5614	41.6237	-46.7113	-2.5649	-2.3892	5.4854	-1.8078	0.8208	0.2380	-6.8543	-7.6627	28.3117	-1.5119	-6.9549
256.0017	2.1905	0.5346	0.2847	37.9826	-10.7694	-3.3939	-3.5364	9.1594	0.4052	0.7807	6.3553	5.8133	-10.2074	37.9754	-2.4303	4.8823
264.0018	2.3376	0.4757	0.7166	20.7468	6.3828	-4.1604	-2.9685	8.7033	-0.5390	0.9251	8.4088	9.7920	-9.1127	48.1408	-2.7899	11.7762
