Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	18.9009	-7.9263	-9.9760	-1.8279	4.6335	-3.8602	40.8102	-15.2228	4.0968	12.0187	6.3784	0.6802	-9.4350	-9.2695	-30.6375	-16.7552
8.0000	-5.6018	6.3361	-7.5395	-2.6472	-5.8420	-5.8622	-21.7646	-27.1484	6.2437	5.0528	1.4619	3.9451	-3.9910	0.9765	-0.8872	-3.4203
16.0000	-9.4335	-2.1923	-11.9059	-2.1700	-3.6191	0.3337	-15.6720	-6.4601	4.0857	5.3910	-1.7380	4.2144	0.5156	0.2920	-1.5217	1.0630
24.0000	-2.6973	1.0038	-6.9031	-0.1265	0.9088	9.5630	14.0450	22.3023	5.0582	4.7702	-2.4637	4.8618	7.1729	3.1106	6.8558	5.6456
32.0000	6.6772	15.0713	-3.2822	6.9546	0.0603	14.6412	8.2952	24.0778	13.9256	16.8718	8.8320	13.0512	2.7027	23.9919	5.2113	11.8871
40.0000	0.3361	12.3679	-7.4251	8.7158	4.0223	13.4861	-12.3767	23.2634	13.7094	21.9370	7.0877	17.0383	-1.5867	33.6694	0.8959	13.7792
48.0000	-2.9792	8.0053	-14.8090	0.2334	0.0239	7.4760	-16.4048	-3.4941	9.0908	13.7558	0.8297	14.8276	-1.0789	15.2707	1.9994	0.4754
56.0000	0.4368	-0.4843	-16.0626	-3.8418	-4.7816	7.7802	-8.0241	-5.0796	10.0453	7.8195	4.5804	8.5082	-2.3741	4.0147	-5.3541	-9.7554
64.0000	1.3124	-0.3470	-12.2184	-3.5654	-0.2805	8.3679	8.5623	12.7230	9.5608	5.2919	3.9302	5.9027	-2.8315	9.4781	-4.4344	-10.0344
72.0000	-3.2904	4.4586	-15.3315	-8.4843	-2.6532	-0.7098	12.2481	2.8352	8.7164	3.9124	-0.6509	4.7163	-1.6678	8.8521	5.1897	-12.5053
80.0000	-6.6856	-0.6607	-9.4345	-5.4177	5.1589	-0.6217	11.6288	24.2807	12.5618	5.3055	-0.4784	1.0951	-0.8775	9.0142	4.7307	-7.0299
88.0000	-0.7161	7.2948	0.6333	0.3202	16.5730	4.3396	16.2810	17.5951	17.7192	4.4915	7.3738	5.0663	-1.3711	10.8412	5.7214	-0.2602
96.0000	-2.5081	5.2835	-4.6454	-5.2635	3.1437	1.1895	-3.4466	-14.5340	15.5110	1.5756	7.7934	1.8123	-2.5991	0.8577	6.4555	-8.6866
104.0000	-3.5670	0.8983	-2.5944	-4.3957	-12.9962	1.5494	-16.3158	14.7265	3.7254	1.9840	-3.0901	-7.3790	-2.8615	1.4840	-0.2582	-11.5489
112.0000	2.8049	12.8416	3.4403	0.7890	-13.9439	2.1621	3.7121	-1.7555	-5.3448	5.4648	-2.2456	-2.1160	-4.6265	8.5531	-1.7164	-5.0831
120.0000	-4.2408	3.8856	-2.0720	-3.1366	-11.8277	-1.3926	1.7477	-33.6119	-5.3984	7.4442	-0.5669	-0.0725	-7.3616	-4.8757	-4.4326	-12.4162
128.0000	-6.0714	-0.0109	-0.7583	-3.5542	-18.3012	-0.9405	-21.5360	-8.0735	-2.4344	5.8769	-5.5105	-1.8872	-6.9760	-17.6751	-9.7818	-22.1194
136.0000	2.6484	5.1232	3.4172	-0.2258	-14.5486	-1.7766	-15.6481	-15.4393	1.8806	5.3276	-0.7541	5.5503	-5.4520	-15.5919	-6.4037	-17.5416
144.0000	3.6456	-6.9473	3.0082	-0.7451	2.5790	-6.2675	12.7064	-12.4670	4.8702	2.5223	0.5608	8.1287	-4.9530	-7.2194	-2.2150	-12.5871
152.0000	6.8295	-2.9888	9.0595	2.4783	-0.0858	1.2639	19.7038	14.7152	4.8055	-2.0111	-1.4422	8.3817	-3.5013	2.9062	-0.4104	-9.4155
160.0000	12.1173	3.5493	12.6634	9.2431	-3.7580	11.9377	4.5296	22.3103	6.8928	5.2117	2.8274	13.4660	0.7624	8.5764	3.5644	1.7049
168.0000	11.0174	-1.8144	5.9261	7.9814	-4.1732	6.3725	5.4846	14.6758	6.4409	11.8129	2.8511	17.9576	4.0773	10.6906	10.8573	6.2928
176.0000	12.8368	5.3202	5.1271	5.8156	-12.0687	11.0049	7.3587	-28.2544	4.8562	10.5864	5.2038	23.4545	0.8639	3.2046	10.7775	-2.4645
184.0000	20.0186	8.8581	11.7668	12.5653	5.8420	24.7320	-4.5236	-16.1428	9.5869	16.3390	10.0299	22.6631	1.5263	-4.7800	2.6828	1.2473
192.0000	13.8959	-2.4408	5.5659	8.9811	12.9959	10.4572	-2.1606	16.3170	6.6411	13.5026	8.0269	10.2218	9.2303	-0.6792	10.0800	14.2919
200.0000	-0.8291	-11.9187	-5.8123	-3.6418	-4.6577	-3.9757	-1.9235	-23.1785	-0.1900	2.7736	5.8813	-0.1806	6.2193	-5.8588	12.8204	5.1941
208.0000	0.1209	-8.1819	-4.1214	-1.0465	-1.2824	5.8282	-10.7488	-2.2263	3.4734	7.4669	2.9901	-0.1839	1.5434	-5.5200	1.5378	-2.6754
216.0000	6.4448	-3.6021	-2.3915	5.4378	3.6203	9.5659	-5.6371	33.9583	5.2134	14.1724	-0.9994	4.9384	7.0646	12.9251	7.9088	12.2274
224.0000	6.7784	-7.3663	-5.9418	1.6988	3.1058	1.3242	-1.1124	-6.6524	5.7000	10.2408	-4.4542	8.3857	6.2594	6.4711	10.4593	9.7502
232.0000	6.4478	-2.4617	-3.5153	0.6194	-5.1478	-0.6540	-5.8555	-10.5336	8.2559	4.4236	-8.0071	12.8678	3.0589	-8.7097	2.1880	-4.0162
240.0000	5.2071	0.9577	-0.1174	7.7960	-16.1029	6.3533	-2.7779	12.4200	7.4145	8.5975	-3.5183	22.0933	4.5200	3.6388	1.3196	5.4392
248.0000	0.3658	-8.5536	-1.2559	8.9385	0.2754	9.8458	3.5949	8.1931	5.4108	11.7653	-1.1067	18.6785	2.6030	9.7181	-1.1118	12.1330
256.0000	-4.2482	-10.3624	-1.1805	2.2865	8.7761	6.7371	1.2612	-13.7563	-1.5469	1.1061	-7.6303	5.0236	1.7054	-0.3489	1.0756	6.8507
264.0000	2.3631	-8.6610	-0.0051	4.2101	3.4859	0.2685	8.2673	-31.8031	-1.5311	5.5123	-4.5315	10.2951	-0.5108	2.4875	-0.8162	7.9757
272.0000	0.9003	-15.0520	0.4893	5.5817	-0.4086	-8.2324	14.1446	-11.8370	0.6467	8.6164	-1.0655	13.9312	-3.7750	9.9321	-4.8648	6.2865
280.0000	-10.6655	-12.7387	4.9744	1.7684	-4.0930	-2.9744	7.2420	7.2169	-9.6488	-9.3027	-8.6584	2.0366	2.4759	-1.1206	2.9654	6.2839
288.0000	-3.3139	-0.7666	6.9397	7.1707	14.3978	6.2548	22.8077	12.2999	-4.9533	0.6136	-6.6628	8.0843	9.7432	-12.6501	4.8485	15.6162
296.0000	1.1327	-4.0431	-1.0998	5.7630	5.1081	-1.2678	21.8931	-2.2871	0.8813	11.1174	1.7587	13.9755	6.0324	-5.7121	2.1073	12.0179
304.0000	-5.9425	-19.6239	-5.5665	-3.1131	-21.6560	-7.6178	-12.2054	-37.3624	-12.2397	-9.7851	0.7540	2.4505	-2.1180	-8.2642	-6.6331	-3.4907
312.0000	-5.6023	-26.5598	-1.7067	-2.4442	0.5447	-5.1644	-3.2916	-6.3445	-12.3350	-15.7198	-3.3002	-1.6348	-0.3938	-14.8385	-9.8526	-4.7751
320.0000	-5.1477	-26.7211	-0.5263	-3.7241	12.9759	1.5640	20.8435	36.6761	-8.6642	-17.3395	-6.0603	-5.7450	6.6098	3.5350	8.7168	3.0936
328.0000	-4.2400	-22.9424	-1.5799	-5.2195	2.4079	7.7186	6.7148	-0.8303	-9.7813	-22.0830	-7.1002	-7.8202	3.9677	6.1889	8.0811	2.4639
336.0000	-7.1737	-18.3213	-0.6083	-2.1504	2.4278	1.6526	-4.6249	-23.0931	-3.4800	-12.7353	-7.1848	-2.7369	-0.7066	-11.8507	-6.2427	-1.2958
344.0000	-12.0461	-17.7740	0.6396	-2.0088	-0.4836	-2.2315	11.0490	12.3718	-2.5451	-9.3414	-7.6279	-5.2258	1.3344	-5.9720	-2.4617	1.1028
352.0000	-11.7879	-14.9641	-0.8037	-0.6303	0.6012	-0.8875	16.4765	30.7735	-3.2822	-4.8310	-6.3030	-3.6217	3.4406	-3.4626	-1.8840	3.6423
360.0000	-9.3760	-8.4324	-0.7115	0.3011	-4.6778	-2.9918	0.9202	17.3574	-6.0579	-1.2460	-6.1049	0.3051	1.4111	-5.0545	-2.6635	0.4093
368.0000	-0.3397	-3.4998	0.8739	-0.6444	-4.5617	-3.2308	8.3270	-0.3534	-7.9907	-7.8025	-3.9872	0.9908	-1.7506	10.6412	1.3080	0.1434
376.0000	-6.3271	-14.7638	-8.4319	-6.1899	4.1996	-11.1524	10.1923	-20.2339	-6.6860	-11.2291	-5.8256	-0.8486	-0.1555	-10.8956	-4.7995	-4.2236
384.0000	-20.4433	-28.1482	-12.3948	-13.3152	-4.3752	-11.7124	-8.5096	-15.5484	-19.7072	-22.5483	-19.5030	-14.4678	1.6830	-38.9813	-12.2570	-16.8379
392.0000	-13.9978	-17.7656	0.5692	-6.8108	0.4860	-2.4443	8.7129	15.0470	-21.0657	-25.7277	-18.3623	-14.5960	-1.4464	-11.1802	-8.8888	-10.0486
400.0000	-15.4893	-17.0363	-0.4676	-4.4152	4.3025	-14.3871	14.0569	7.8410	-10.5355	-14.2593	-4.0888	-8.6178	-1.9545	0.9652	-2.0900	1.4833
408.0000	-19.6878	-24.4948	-3.9397	-10.6489	-7.7622	-19.0183	-3.3609	-4.1795	-15.6800	-19.6354	-6.0914	-19.5263	0.2699	-15.6742	-1.2133	-5.0810
416.0000	-5.9884	-13.1888	9.4076	-4.8578	0.3288	-11.1278	11.3714	6.7563	-12.2471	-24.8412	-8.3567	-17.2532	-0.1712	-10.0555	-1.5623	-3.2867
424.0000	-4.1668	-14.3831	6.8165	-7.0571	3.3538	-20.6794	16.1962	-18.4350	-11.4647	-24.1505	-6.1762	-15.2233	-1.6493	-13.0951	-0.6355	-4.5261
432.0000	-9.4116	-15.6878	-0.6846	-13.5872	3.9195	-18.8023	10.5396	-23.2662	-21.2534	-27.9775	-11.8798	-21.0852	-4.0493	-22.3512	-5.2704	-18.1783
440.0000	-7.5811	-8.0831	4.1914	-6.1388	17.9982	-13.1749	23.1147	15.5705	-18.5070	-21.1358	-13.4777	-11.4072	-2.8186	-15.4123	-7.3819	-12.5828
448.0000	-13.5470	-17.6425	-3.1262	-9.5970	10.3758	-16.3969	24.1132	17.9070	-25.9871	-20.3588	-16.6474	-15.3602	4.5727	-12.9581	4.5744	-4.0649
456.0000	-14.2443	-13.2450	-6.1310	-13.7981	-6.6871	0.0623	8.3679	2.9431	-31.9343	-22.0046	-18.6636	-21.1565	2.8842	-7.0803	9.5062	-12.9414
464.0000	-3.8947	-1.9849	-0.1026	-6.0635	-10.7923	1.3244	-1.6781	-5.8291	-19.4456	-7.8836	-7.7687	-6.9970	-7.1834	-0.0860	-3.1791	-19.4520
472.0000	-8.5461	-10.2561	-10.1153	-11.9681	-11.4695	-20.6322	-0.0353	-21.7570	-19.7228	-8.6467	-6.4401	-11.0754	-7.3326	-10.1352	-7.8920	-20.2520
