Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	31.5750	4.1148	-20.8240	2.6088	-11.1162	-6.9884	3.0135	8.8319	8.3158	25.7142	29.4374	15.5905	-1.3565	13.1837	25.9305	13.7755
8.0001	38.5458	-0.0232	-32.7660	1.6851	-10.8718	-23.4427	-3.6931	8.0081	-11.1881	-9.8980	16.8827	-8.2230	10.8787	-12.6577	-0.0631	-7.8940
16.0002	-5.2395	-12.8987	-42.9337	-24.1270	3.9325	-23.3610	-7.7507	-6.7677	-5.7685	-2.4825	-2.7154	-16.4470	0.4869	-18.3835	-0.2079	-14.3966
24.0004	-4.0304	-5.0251	-33.8787	-12.3294	6.2368	1.2947	-4.8404	-3.0521	-2.1459	3.0405	-0.9721	-13.5649	-2.5145	-13.5490	7.3694	-9.7254
32.0005	5.0915	-2.0997	-33.6810	-3.8624	2.0693	0.3228	0.5396	-0.7339	3.9822	13.4975	7.2511	-0.6942	-4.1747	-3.8178	22.3081	10.9569
40.0006	8.0177	-0.5237	-35.4895	3.0214	-0.7480	0.5719	1.1125	2.6426	1.1257	9.3507	6.3859	-2.8994	0.8146	0.1955	4.3043	4.9457
48.0007	11.7795	2.8302	-40.1629	0.6193	3.2952	13.4431	3.4982	7.5357	2.9222	13.1349	10.6403	-0.5082	0.7018	6.1958	1.5048	3.5772
56.0008	7.1129	-2.5377	-47.5327	-1.6058	-0.7474	-2.0638	-0.0087	3.3291	2.4138	13.4692	9.6873	-1.6333	1.7221	2.5399	-3.2325	-0.5211
64.0009	2.0875	-0.8454	-41.4076	2.5754	-6.5704	8.7450	-2.1141	2.2861	3.8345	14.5902	8.5922	0.0080	1.5516	3.0795	-7.5797	-5.4371
72.0011	1.8171	-3.7641	-50.6028	-12.1515	-12.8716	12.5621	-6.0118	0.2749	3.6307	13.6321	11.0050	1.1865	1.8180	-2.2157	-6.1762	-11.7400
80.0012	-6.8502	-16.4007	-65.2967	-21.9672	-11.8733	-25.4481	-14.1521	-8.2228	-7.3653	-2.9600	-0.6368	-17.0822	7.2315	-21.7130	-23.9105	-29.1425
88.0013	-10.6199	-11.2001	-52.3098	-9.6729	3.0100	-15.3314	-9.6753	-5.3946	-9.7898	-8.2766	-9.1931	-25.4298	5.6154	-20.5224	-25.0286	-26.9421
