Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	4.2486	3.0295	-11.3883	12.6767	4.1627	6.1031	5.2654	7.5871	-1.6190	-5.6948	-14.5208	34.1458	-3.1236	10.8108	-9.8397	13.7232
8.0005	-1.3956	2.9955	-9.9265	-0.1627	10.9360	3.6570	-3.1964	5.0929	6.7354	-2.8067	-7.5707	51.6953	-3.8730	4.1064	-12.4045	3.2642
16.0009	8.6067	6.4391	-13.9790	17.3498	12.5547	9.9705	3.9095	12.9899	-0.0121	-0.2288	-14.7351	67.1268	-10.3823	12.4460	-0.4706	7.9696
24.0014	9.7581	6.2015	-17.9515	15.6860	7.5054	10.0979	6.4830	14.4726	-2.3016	2.9263	-8.8841	88.4756	-2.3143	13.6766	13.3354	19.3004
32.0018	0.3233	4.4493	-16.3863	3.1082	5.3453	5.1456	-6.9267	6.6655	0.9697	3.9403	-8.3359	96.9845	-12.2945	6.1866	-4.5618	-4.3820
40.0023	2.4848	2.6866	-21.3153	5.1048	-2.2898	3.1869	-2.6528	5.6003	-2.1539	3.0851	-8.4826	93.7453	-8.3850	1.0895	4.6335	-0.4622
48.0028	1.8056	4.5409	-11.7856	0.2229	1.6303	4.7682	-1.7906	7.6896	1.5389	8.7561	4.7640	104.9239	4.7304	8.2649	16.5049	16.4484
56.0032	4.7532	6.8698	-2.0873	6.3630	7.8681	4.1182	-3.1043	6.7125	4.5240	4.1306	5.9910	96.7444	-2.6444	2.2432	18.7899	2.6298
64.0037	4.2446	5.6301	-2.1364	2.4940	4.2058	2.2254	-5.6261	4.9860	6.3517	4.0300	12.1654	89.7274	-4.3755	-0.9029	24.6222	-5.4342
72.0041	0.2557	4.9266	-1.3484	-3.7937	3.0470	2.9494	-9.2265	4.8418	5.6974	6.2790	12.7472	87.9555	-3.5735	7.4754	17.9047	-2.8748
80.0046	6.0285	4.8479	-3.0319	5.3206	4.4264	2.1986	1.4717	6.1959	2.1467	-6.2783	7.6231	71.9459	3.4432	-0.0553	25.0265	7.5466
88.0051	2.3958	5.4618	1.0445	-3.3872	10.5611	2.8203	-3.3472	6.1493	7.6851	-1.5815	18.8778	76.4687	5.4199	0.0887	22.5594	4.8255
96.0055	1.4372	3.1683	-5.6089	-4.6513	6.4689	1.3292	-2.6316	4.3846	3.8940	0.3990	12.5555	68.4679	3.8794	-4.2569	18.7410	2.0522
104.0060	2.9630	-0.2316	-13.5962	-2.5464	-1.9280	-2.7471	4.7530	1.6020	-3.0509	-9.2674	4.7727	52.2243	10.2158	-14.4238	22.3958	8.2478
112.0064	-4.7506	1.8850	-6.1030	-11.2378	6.5349	0.2285	-13.0560	0.5247	5.5869	0.3537	10.3566	57.3092	-10.5931	-4.6852	-2.9908	-21.4185
120.0069	-1.7597	2.2855	-5.7618	-10.1032	11.6832	1.0652	-10.8664	3.1583	7.6349	-0.6320	8.0577	47.5805	-10.4672	-3.8459	5.4204	-20.5657
128.0074	1.6521	2.6495	-0.1436	-10.6747	12.9181	0.8278	-0.6923	5.9175	2.8437	-4.0382	12.1404	47.7251	11.1579	-1.1147	29.2956	8.9958
136.0078	0.3040	3.1547	0.7369	-7.7900	9.7666	1.8457	-6.3851	4.1294	3.4104	7.2806	10.0789	51.4805	-0.7910	0.8812	18.9694	-4.8228
144.0083	-2.4647	-1.8550	-8.0487	-14.4410	-0.3750	-5.1915	-4.9131	-1.8530	3.9070	1.1331	4.3941	36.1962	4.3837	-11.9787	20.5304	-5.5274
152.0088	-4.1892	0.1640	2.8246	-15.1373	4.0980	-4.5792	-6.5339	-2.2196	2.6841	-6.5671	10.0607	36.0547	6.8334	-7.9097	15.7950	-3.5825
160.0092	3.9636	4.7327	8.2173	3.5654	7.6902	2.0032	-3.8573	2.8888	2.9286	0.1345	12.5086	35.3182	-5.5612	-1.5621	15.8686	-10.8535
168.0097	1.1191	2.2845	8.1603	-7.5014	4.5460	-0.4920	-4.0169	1.9461	5.5121	3.9200	15.4237	29.3268	5.5746	1.3919	27.5742	0.6113
176.0101	-4.8957	0.6828	11.2300	-12.8791	0.1585	-4.2448	-11.0307	-4.3267	1.0266	0.7782	10.4144	24.5777	-1.0781	-2.1014	12.9505	-13.4112
184.0106	-3.9919	-0.9419	5.5986	-5.1571	-8.6534	-7.2431	-9.7012	-9.3560	-0.6808	1.1361	6.1767	18.0717	-8.4221	-16.1655	3.3231	-25.8405
192.0111	-8.2618	0.0253	12.7819	-13.1277	-2.2433	-6.5377	-14.1785	-9.4551	7.7636	7.2531	13.7016	20.6536	-4.0069	-11.2631	-1.1917	-21.8055
200.0115	-5.9235	0.1451	13.5842	-6.3318	-2.6524	-6.9986	-10.7218	-9.9815	4.4344	1.5012	6.5703	9.2133	-5.9578	-13.8501	-3.7640	-22.4650
208.0120	-6.3905	-3.3207	5.9071	-7.0208	-12.2291	-9.4527	-3.8350	-11.6376	-2.4259	-1.2201	-1.5062	-2.4356	4.4909	-15.1681	-2.2212	-6.2004
216.0124	-5.7413	0.6200	14.8209	-3.0864	-0.4471	-1.8376	-3.1182	-5.4252	-1.5426	7.7987	0.3569	-3.1403	5.5154	2.0526	-11.0540	5.8052
224.0129	2.7415	2.1670	15.1914	11.3723	0.4877	-0.3843	6.6226	-2.7667	-0.6647	4.7856	1.6177	-14.5814	7.3715	-4.2175	-0.4619	10.9165
232.0134	1.5813	0.6635	14.1980	7.0534	-6.6410	-2.7541	5.4052	-4.7055	4.8104	5.3599	9.4501	-14.6706	11.4134	-5.2306	6.4759	12.4902
240.0138	3.2135	3.2293	19.5451	12.7207	-0.9333	0.7209	4.2859	-2.5215	3.8753	6.3757	10.9288	-16.1737	4.6393	-0.9075	0.2567	6.5860
248.0143	0.5040	-0.9860	16.2765	4.5933	-8.7508	-6.5955	6.5792	-8.0983	-0.2896	-5.0379	5.9679	-28.4902	14.3434	-11.6502	7.9872	10.8424
256.0147	-4.9054	-2.1106	18.7973	-3.8079	-15.8447	-7.8475	-3.0442	-10.4387	3.6690	-0.9859	5.9335	-25.3463	8.8312	0.2742	4.2276	4.1743
264.0152	1.2311	1.4549	20.2952	10.7185	-10.5252	-1.7784	-1.8155	-5.7599	0.4174	4.7701	4.0484	-25.0427	-5.0198	4.6254	-0.2347	-6.4332
272.0157	-2.8776	-2.2118	15.4073	-0.4683	-11.1948	-8.5789	-2.3756	-11.1419	0.2523	-5.1882	2.0263	-32.6995	1.0103	-11.8055	0.8637	-10.7660
280.0161	-3.2250	-2.2008	16.1668	-2.3242	-9.3354	-9.2968	-3.9597	-11.1092	4.3111	-7.6600	0.9193	-34.3612	0.0261	-11.1802	2.1264	-12.8868
288.0166	4.1923	1.6721	18.9348	6.4562	0.2053	-0.9302	3.2993	-1.6666	-4.3132	2.8298	4.5125	-25.9516	3.3173	0.3661	16.6893	1.1884
296.0170	3.3871	3.1091	19.6837	0.7462	6.1570	3.5451	-0.5779	2.5538	-5.3603	15.5841	13.1040	-12.8741	1.9065	9.0338	20.9635	0.3974
304.0175	6.1416	3.1053	14.7441	7.8681	4.6849	3.3937	1.3980	2.1976	-0.5511	14.5762	12.3055	-16.7861	-3.4090	1.7224	16.7475	-6.3202
312.0180	3.8174	-0.1087	8.9316	4.6237	1.2462	-0.7598	7.8006	-1.0603	-5.8993	3.0392	4.2764	-29.2300	8.5300	-7.1253	11.4436	7.0424
320.0184	1.5998	-1.2234	7.6029	-0.2780	-2.1907	0.0581	7.9269	0.2471	-4.0599	3.2498	5.1926	-33.6911	14.9264	3.6915	10.9877	19.5800
328.0189	4.1830	-0.4876	8.6703	-0.4067	-1.7205	1.7761	8.5480	3.5285	1.9337	5.7805	12.0047	-34.2879	17.1495	10.2120	23.4273	24.1822
336.0193	2.1264	-0.2117	10.3108	-5.2452	5.5286	0.7308	3.0246	2.2606	-0.0541	1.3789	10.5660	-34.5694	8.9583	4.2871	18.5123	6.7559
344.0198	7.0321	1.8869	8.1625	5.9943	5.4937	4.5561	3.4597	5.0448	2.9826	8.5746	13.1585	-31.0984	-2.0093	5.0348	16.7049	-2.9439
352.0203	8.2719	1.2707	6.1909	4.6599	0.8044	4.7777	5.9957	6.4957	6.6134	14.7380	17.9087	-26.3941	5.6799	9.2109	29.0158	9.2626
360.0207	5.1994	-1.8613	2.9798	-1.5134	-0.5825	-0.8731	6.2836	2.0754	-2.7872	-1.4071	4.0809	-38.9367	7.1288	0.2279	26.0250	5.0703
368.0212	5.8943	-2.3901	1.0478	3.5058	-5.6340	-1.0313	8.1225	1.0356	-5.2727	-3.9886	0.7500	-45.4342	5.0682	-0.0783	20.0101	4.8681
376.0216	1.7639	-0.8293	5.3110	0.0879	-6.1149	2.7465	0.0325	1.7511	4.0765	14.7105	10.2230	-33.1495	0.2211	12.8199	8.9711	2.8663
384.0221	2.7177	-1.8845	1.5501	3.9366	-6.1377	1.0950	1.7333	-0.1955	-2.5979	10.8391	-0.8490	-42.6890	-5.4212	4.2735	3.3278	-5.7398
392.0226	2.9859	-3.7685	-1.8309	4.9029	-11.1226	-0.9815	4.6021	-1.8318	-11.2344	2.5658	-8.5198	-53.4141	-4.6353	1.4912	3.1702	-5.1146
