Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	0.3453	0.6556	0.1393	12.5402	7.5698	-39.0811	0.7995	-1.6302	0.2058	6.5213	-1.1738	-1.2409	0.6485	0.5368	1.7908	17.4021
8.0000	0.5434	0.8226	0.4194	0.0789	-5.1044	61.1909	1.6581	1.5401	0.8713	13.4442	-0.7142	-1.8930	1.8059	1.9717	1.4839	16.1650
16.0000	0.0636	0.1376	0.0635	-1.1155	-1.4741	2.4415	0.1499	-0.0534	0.1087	1.7478	-0.3025	-0.2899	0.1665	0.2570	0.4222	4.1284
24.0000	0.5968	0.9364	0.4070	3.2889	-0.5048	31.9122	1.6977	0.5377	0.7162	8.8538	-1.3403	-1.8214	1.5943	1.8345	2.2094	21.7049
32.0000	0.1170	0.2082	0.1908	-10.7297	-8.8368	25.4965	0.1940	0.3946	0.2746	-0.7994	-0.7553	-0.7628	0.2420	0.6475	1.0024	9.2079
40.0000	0.1292	0.2896	0.0860	0.3095	-0.3232	-32.6032	-0.0042	-1.6461	0.0718	0.3408	-0.9976	-1.3582	0.0025	0.0014	1.4306	13.7019
48.0000	0.4850	0.7203	0.3576	-0.4679	-2.9219	40.8488	1.3887	0.8762	0.6498	6.9792	-0.9502	-1.6421	1.3693	1.5823	1.6606	16.6008
56.0000	0.0636	0.1327	0.1238	-7.8098	-5.7498	16.6895	0.1280	0.3478	0.1295	-2.4870	-0.6416	-0.0774	0.0601	0.4724	0.7283	5.9576
64.0000	0.3836	0.6350	0.2624	2.3263	-0.5379	7.8832	0.9709	-0.2100	0.4374	5.4097	-1.0913	-1.4473	0.9165	1.0630	1.7225	16.8100
72.0000	0.3539	0.4972	0.2798	-2.1276	-3.2252	50.3266	1.1749	1.4908	0.5233	5.1016	-0.4984	-0.7314	1.1318	1.4014	0.9054	8.9827
80.0000	0.2217	0.3843	0.1649	-0.4405	-0.3949	9.2594	0.6465	0.1498	0.2231	1.1037	-0.8193	-0.3207	0.4881	0.7754	1.1030	9.8327
88.0000	0.4526	0.6957	0.3132	2.2831	-0.8662	30.9288	1.3248	0.6606	0.5741	7.4121	-0.8874	-1.3566	1.2758	1.4444	1.5279	15.2541
96.0000	0.2453	0.3461	0.1899	-1.1172	-1.7683	33.4781	0.8233	1.0193	0.3413	2.9336	-0.3804	-0.3934	0.7581	0.9686	0.6464	6.1910
104.0000	0.4498	0.6977	0.3045	2.3150	0.5535	30.0347	1.3939	0.7886	0.4962	4.6671	-1.0412	-0.7795	1.1844	1.5062	1.5909	14.8342
112.0000	0.4254	0.6005	0.3398	-3.7065	-3.7173	57.9765	1.4024	1.7237	0.5776	3.4999	-0.7999	-0.6814	1.2530	1.6907	1.2693	11.7960
120.0000	0.2433	0.3865	0.1959	-3.3063	-1.7756	15.2307	0.6690	0.2605	0.2410	-1.2389	-0.9505	-0.4708	0.4786	0.8425	1.2794	11.1672
128.0000	0.3978	0.6709	0.2936	-0.3427	-1.3089	14.9548	1.0812	0.1014	0.4282	2.9571	-1.3550	-0.9955	0.8932	1.2814	1.9298	17.7829
136.0000	0.2583	0.4186	0.2064	-2.2516	-1.8977	20.2917	0.7617	0.4564	0.3054	1.4022	-0.8307	-0.5027	0.6278	0.9510	1.1664	10.5734
144.0000	0.4626	0.6782	0.2778	3.8258	2.7683	18.2866	1.3367	0.2878	0.4507	3.7858	-0.9952	-1.2739	1.1434	1.2666	1.6505	15.7350
152.0000	0.5002	0.6781	0.3496	0.2043	-0.8218	57.2901	1.6452	1.7331	0.6158	4.6217	-0.7237	-0.8821	1.4678	1.7714	1.2880	12.2720
160.0000	0.2009	0.3169	0.2085	-6.1011	-4.6001	38.0057	0.7097	1.2081	0.2852	-0.8504	-0.7162	0.1777	0.5284	1.0678	0.8606	6.9578
168.0000	0.1599	0.3200	0.2028	-8.3352	-6.2898	19.4584	0.4037	0.3713	0.2225	-2.2486	-1.1119	-0.1236	0.2434	0.8466	1.3136	11.0156
176.0000	-0.0140	-0.0011	0.0744	-8.8559	-5.9132	13.5166	-0.1029	0.3221	0.0125	-5.3545	-0.5307	0.2643	-0.2043	0.2349	0.4881	3.1992
184.0000	0.1073	0.1438	0.0907	-1.8763	-1.1355	12.3835	0.3160	0.3639	0.0897	-2.3253	-0.3964	0.0047	0.1819	0.4074	0.4963	3.8768
