Time	Fz	Fpz	C3	C4	T5	T4	O1	O2	F7	F8	F3	F4	T3	T6	P3	P4
0.0000	6.6818	6.6341	2.9125	14.7340	3.8577	8.1132	6.1299	6.1383	5.6749	-3.2992	9.3820	22.5611	0.6039	17.3236	1.7248	14.0731
8.0000	4.8041	7.1803	21.9488	17.7923	0.4916	7.4980	4.1844	5.3592	2.1930	-4.5527	3.1501	13.4550	3.6271	8.9979	-12.9725	5.4651
16.0000	5.6203	10.8832	45.8212	15.6216	6.3334	14.3309	6.6237	6.8537	8.5584	4.5505	8.8722	23.6723	-1.2570	12.8254	-1.4822	11.5176
24.0000	3.8756	5.2894	13.7642	8.9305	4.3944	6.5156	3.0379	3.3765	5.1428	1.2746	7.4073	15.1049	-1.7795	8.0906	6.1956	7.6773
32.0000	10.5313	5.5653	14.6465	13.2171	1.9744	0.7768	4.4948	3.6240	-2.6818	-8.3961	-0.1589	1.5440	0.9433	2.7087	9.1048	11.3175
40.0000	15.4000	8.8792	21.8647	7.2425	8.4243	7.6713	11.7953	7.7345	4.4820	5.2965	6.6216	11.2409	-4.7827	17.3613	27.1222	27.3635
48.0000	20.9281	7.7146	23.3199	6.8724	6.5565	0.7795	4.5126	5.8459	-0.5710	-8.5454	9.7704	10.9795	-0.7679	-1.5356	23.0583	14.6777
56.0000	28.7701	12.5560	37.4427	18.5700	9.3207	5.5490	5.1396	7.6588	3.0476	-9.6454	17.3213	25.1456	0.9707	-11.0119	24.2475	23.3433
64.0000	10.4532	5.1126	4.7264	-3.8897	9.8774	8.6219	8.5441	5.1373	8.9185	-0.6149	13.5829	29.7351	-4.1490	14.3311	24.5391	26.8186
72.0000	-6.8114	-5.9087	-2.8960	-18.0237	-2.3290	-7.8824	-1.4915	-4.1295	-9.4343	-29.9580	-12.0157	-2.6231	2.9870	1.6036	-3.4209	-4.5547
80.0000	8.4691	6.9046	35.0291	12.4268	3.0106	4.4555	6.1042	2.9817	-1.2155	-2.6862	-3.6285	-0.2834	-0.1064	-1.3293	8.2233	15.0969
88.0000	16.9348	12.4801	28.4361	17.2101	10.4394	14.8158	12.7795	9.5319	12.7072	31.5728	13.8407	11.9816	-8.0965	14.5020	29.1346	30.6909
96.0000	2.2674	-1.0014	3.2457	-3.9843	-0.8757	-4.9426	0.5535	-0.6846	-6.4672	-14.5451	-6.3134	-5.9614	1.5330	-0.9794	3.4507	0.8423
104.0000	-13.1514	-7.6044	-11.6003	-7.8213	-6.1427	-9.0302	-3.7190	-7.5864	-11.6039	-32.4224	-18.9382	-9.2265	5.5761	-6.7142	-13.0409	-5.8577
112.0000	-17.3501	-7.9676	-13.6189	-12.8997	-1.9808	-4.0455	-4.1627	-8.7259	-3.1224	-12.9806	-11.9219	-3.6602	-0.5598	-6.3029	-1.6707	-3.5173
120.0000	-8.3681	-5.6907	1.5842	-14.8265	-0.7348	-5.6620	-4.4964	-6.6433	-5.2588	-18.7236	-8.4506	-1.7849	0.7547	-11.7812	1.1608	-4.8193
128.0000	-2.3680	-2.3472	3.2937	-5.8742	-2.0192	-4.8470	-3.1262	-2.1718	-6.0686	-21.9776	-4.7535	1.9281	3.7654	-3.7580	-7.6735	-7.4453
136.0000	-6.4875	-2.5846	-4.8954	-3.6111	0.1618	-3.8776	-2.5157	-3.0900	-3.0089	-9.2866	-4.3051	-3.7300	-2.2071	3.2258	7.0300	-5.9012
144.0000	-6.6562	-2.0569	-7.8236	0.4854	1.7691	-1.9052	-0.5975	-3.9567	-0.4248	1.7440	-4.9733	-7.7642	-5.2502	0.8059	17.5177	2.9713
152.0000	-4.2190	-1.4080	0.3350	5.4619	-2.4466	-2.6066	-5.8736	-3.4676	-2.0370	-5.0001	-1.6952	-2.8730	1.9496	-12.7819	-7.7157	-10.4638
160.0000	-2.0858	1.4970	13.0608	11.9262	-1.1999	-0.6374	-4.9542	-2.2317	-1.9646	-9.5262	-0.8490	1.8624	2.3124	-11.5689	-7.0865	-8.4088
168.0000	3.1022	7.5575	6.0909	25.7185	2.9205	9.1201	5.8959	4.6245	6.5455	14.0508	4.7273	6.2953	-2.7897	13.3386	6.1919	13.1948
176.0000	3.9468	6.8493	-3.7056	18.8208	1.8363	11.2338	6.2125	7.5755	10.6361	26.9840	11.2910	9.3707	-2.2586	20.2817	-4.2257	7.7696
184.0000	-4.4975	-0.4641	-3.6232	-0.7685	0.1155	2.3163	-0.7972	-0.0270	3.3370	7.0411	2.4079	2.7312	-1.3858	4.7433	-3.5182	-4.0190
192.0000	-13.1507	-3.4146	0.0411	0.4208	-1.6054	-0.1326	-6.2051	-6.1230	1.2583	4.1747	-4.1723	-4.6756	-1.5185	-11.1498	-5.6986	-10.8668
200.0000	-2.4537	3.8898	12.7187	13.5740	0.8378	9.1216	-0.0654	1.0144	9.1798	29.0613	5.6090	0.2382	-2.6049	-5.0351	-6.2449	-0.0965
208.0000	14.5190	9.0346	2.8868	19.8104	3.7645	10.3335	8.9762	9.2023	9.4672	28.9254	12.5974	6.2273	-2.4836	12.9523	7.7468	18.3207
216.0000	10.4903	3.3490	-24.8869	11.1479	2.5933	3.9235	3.2836	5.0160	6.8303	10.1834	14.4070	14.7048	-0.2068	7.3320	7.5202	12.2501
224.0000	8.2205	2.9877	-11.9141	7.5023	3.1555	5.1089	-0.0882	3.0210	8.3452	10.0378	16.1134	19.1667	0.2016	-3.3815	2.9534	7.0199
232.0000	8.2307	4.6065	4.5710	11.8580	0.8052	4.0552	-0.8536	4.1178	5.5880	18.5786	11.6187	3.0391	-0.3070	-3.4319	-2.7535	-3.4153
240.0000	-11.4791	-6.7689	-25.1845	-9.8153	-4.9803	-3.7657	-7.1206	-3.8027	1.2168	15.4913	-0.4171	-12.4882	-0.7362	-3.7724	-13.9061	-20.9785
248.0000	-21.4439	-14.7349	-38.4015	-26.1357	-9.8592	-13.5406	-10.2828	-9.7445	-9.3084	-10.5662	-15.5700	-22.9857	2.8826	-6.5003	-21.5747	-28.7464
256.0000	-14.5211	-9.1066	-22.3956	-9.3397	-7.5457	-12.2947	-12.3905	-7.5038	-8.3599	-10.7482	-8.3394	-18.9327	1.8835	-9.7450	-14.9775	-32.8979
264.0000	-10.0345	-3.5621	-26.8568	-2.8223	2.4112	3.4513	-7.2727	-3.7877	12.1895	29.9369	13.6773	5.7844	-7.1781	-5.2319	7.0189	-10.9346
272.0000	-9.7655	-7.2119	-33.1267	-10.8431	-1.0663	0.3713	-6.2781	-6.1773	7.8385	23.5489	5.4509	-0.5939	-2.4779	-17.2881	-1.9110	-4.3142
280.0000	-15.9132	-12.9205	-31.8119	-14.5562	-9.3742	-11.9503	-15.4301	-12.0624	-5.6907	-0.8479	-8.3980	-19.8890	4.4379	-35.6078	-22.0517	-28.0762
288.0000	-13.1414	-9.2755	-35.4527	-13.3677	-4.7126	-5.5869	-7.6728	-6.6146	0.7847	14.3879	-2.5403	-14.2233	-1.4131	-10.2767	-7.3688	-15.9992
296.0000	-6.0620	-7.5587	-44.8814	-14.6975	-5.7687	-6.6519	1.6552	-0.1585	-3.4207	10.1555	-7.1215	-20.2300	-0.3611	15.9360	-5.5678	-5.4546
304.0000	-4.8790	-6.8265	-6.3902	-13.2291	-6.3319	-6.8839	-10.5481	-5.6518	-4.3976	-10.5107	-1.5426	-2.0942	7.4164	-27.2126	-26.2509	-20.8339
312.0000	-4.0831	-1.5436	9.6000	3.2166	-2.3265	-0.0037	-7.7821	-4.9330	1.0234	2.2000	0.7042	0.4427	3.1033	-27.4910	-13.8331	-10.1301
320.0000	-12.7318	-8.8508	-25.3038	-17.9969	-4.0117	-5.4034	-3.6454	-6.0083	-2.4123	0.7738	-8.4715	-11.2893	-0.0808	-4.0378	-6.5562	-7.8181
328.0000	-28.3959	-21.2177	-25.6848	-37.8624	-12.1677	-21.1634	-20.2038	-20.5448	-16.4896	-33.7916	-25.2942	-26.1283	7.2955	-46.4502	-26.7526	-36.3290
336.0000	-18.5551	-7.2480	14.2292	-8.7797	-2.9728	-6.6899	-9.7564	-12.3219	-6.7173	-11.8018	-16.8826	-17.1803	-0.9895	-26.7781	-2.1501	-15.0970
